   87 Egs =    -2.65913   -0.00167    0.98152    0.53598    0.05000CPU TIME=  51.51489
   88 Egs =    -2.68461   -0.00039    0.45824    0.48599    0.05000CPU TIME=  52.88525
   89 Egs =    -2.70590    0.00089    1.25096    0.44096    0.05000CPU TIME=  53.00537
   90 Egs =    -2.73323    0.00092    0.47684    0.40697    0.05000CPU TIME=  54.25781
   91 Egs =    -2.75618   -0.00130    0.59658    0.38869    0.05000CPU TIME=  56.12842
   92 Egs =    -2.78090   -0.00129    0.83381    0.38200    0.05000CPU TIME=  56.85107
   93 Egs =    -2.80021    0.00138    0.44846    0.34831    0.05000CPU TIME=  57.62061
   94 Egs =    -2.82313   -0.00153    0.63426    0.36351    0.05000CPU TIME=  58.33203
   95 Egs =    -2.84151    0.00061    0.81702    0.34789    0.05000CPU TIME=  63.23901
   96 Egs =    -2.85880   -0.00548    3.31861    0.32092    0.05000CPU TIME=  59.36230
   97 Egs =    -2.88740   -0.00108    0.45757    0.38428    0.05000CPU TIME=  63.24829
   98 Egs =    -2.90761   -0.00476    0.47580    0.37865    0.05000CPU TIME=  63.26099
   99 Egs =    -2.93387    0.00058    0.83886    0.42301    0.05000CPU TIME=  63.22656
  100 Egs =    -2.96072   -0.00165    0.43859    0.43966    0.05000CPU TIME=  63.23633
  101 Egs =    -2.98792    0.00011    0.55118    0.48843    0.05000CPU TIME=  63.23682
  102 Egs =    -3.01666    0.00171    0.55781    0.52560    0.05000CPU TIME=  63.18652
  103 Egs =    -3.04740    0.00129    0.70601    0.55663    0.05000CPU TIME=  63.21216
  104 Egs =    -3.09208    0.00026    0.78539    0.64665    0.05000CPU TIME=  63.28662
  105 Egs =    -3.13800   -0.00433    6.26060    0.78744    0.05000CPU TIME=  63.24634
  106 Egs =    -2.97992    0.00030    0.89988    1.23513    0.05000CPU TIME=  63.31201
  107 Egs =    -3.04950    0.00219    0.91752    1.02179    0.05000CPU TIME=  63.29541
  108 Egs =    -3.10980    0.00227    0.87758    0.88922    0.05000CPU TIME=  63.29395
  109 Egs =    -3.16425   -0.00150    0.94994    0.85741    0.05000CPU TIME=  63.37402
  110 Egs =    -3.22073    0.00003    0.80220    0.83802    0.05000CPU TIME=  63.37500
  111 Egs =    -3.26317   -0.00056    0.80134    0.89339    0.05000CPU TIME=  63.41943
  112 Egs =    -3.30589    0.00004    0.66635    0.92245    0.05000CPU TIME=  63.49072
  113 Egs =    -3.34856    0.00000    0.76457    1.01019    0.05000CPU TIME=  63.52979
  114 Egs =    -3.38310    0.00142    0.63299    1.06525    0.05000CPU TIME=  63.50293
  115 Egs =    -3.41276    0.00096    3.68506    1.08419    0.05000CPU TIME=  63.51855
  116 Egs =    -3.44200   -0.00072    0.77581    1.06149    0.05000CPU TIME=  63.48926
  117 Egs =    -3.48815   -0.00050    0.90481    1.10943    0.05000CPU TIME=  63.48438
  118 Egs =    -3.51627    0.00071    0.52159    1.12744    0.05000CPU TIME=  63.52783
  119 Egs =    -3.54832    0.00216    0.60437    1.11303    0.05000CPU TIME=  63.51270
  120 Egs =    -3.57410   -0.00141    1.30645    1.17261    0.05000CPU TIME=  63.50293
  121 Egs =    -3.61456    0.00089    0.65276    1.26121    0.05000CPU TIME=  63.56348
  122 Egs =    -3.64020   -0.00161    0.68442    1.18869    0.05000CPU TIME=  63.56641
  123 Egs =    -3.68317    0.00028    0.72806    1.17723    0.05000CPU TIME=  63.55859
  124 Egs =    -3.71443   -0.00157    0.69779    1.15100    0.05000CPU TIME=  63.44873
  125 Egs =    -3.75058   -0.00028    0.57681    1.17107    0.05000CPU TIME=  63.48047
  126 Egs =    -3.78654    0.00058    0.55167    1.13133    0.05000CPU TIME=  63.43066
  127 Egs =    -3.82852   -0.00019    0.54521    1.04184    0.05000CPU TIME=  63.42139
  128 Egs =    -3.86584    0.00056    0.68920    1.03918    0.05000CPU TIME=  63.40039
  129 Egs =    -3.90584    0.00160    0.55649    0.97665    0.05000CPU TIME=  63.42041
  130 Egs =    -3.93691    0.00048    0.55282    0.91328    0.05000CPU TIME=  63.42334
  131 Egs =    -3.98508   -0.00008    0.53861    0.82690    0.05000CPU TIME=  63.39844
  132 Egs =    -4.01802    0.00033    0.47297    0.72929    0.05000CPU TIME=  63.40137
  133 Egs =    -4.04631   -0.00094    0.44935    0.67026    0.05000CPU TIME=  63.38623
  134 Egs =    -4.08204   -0.00072    0.39942    0.65159    0.05000CPU TIME=  63.45264
  135 Egs =    -4.11352   -0.00033    0.37170    0.56057    0.05000CPU TIME=  63.37598
  136 Egs =    -4.13595    0.00013    0.34741    0.53610    0.05000CPU TIME=  63.36279
  137 Egs =    -4.16046   -0.00268    0.32723    0.48667    0.05000CPU TIME=  63.38574
  138 Egs =    -4.18756    0.00034    0.29196    0.46275    0.05000CPU TIME=  63.37793
  139 Egs =    -4.20898   -0.00043    0.28286    0.41999    0.05000CPU TIME=  63.34131
  140 Egs =    -4.23112   -0.00009    0.26349    0.38892    0.05000CPU TIME=  63.38867
  141 Egs =    -4.24881    0.00042    0.23289    0.35375    0.05000CPU TIME=  63.39746
  142 Egs =    -4.25893    0.00142    0.21247    0.34216    0.05000CPU TIME=  63.36572
  143 Egs =    -4.28036    0.00087    0.21024    0.30637    0.05000CPU TIME=  63.36572
  144 Egs =    -4.29297   -0.00084    0.22388    0.29892    0.05000CPU TIME=  63.35010
  145 Egs =    -4.31262    0.00113    0.19404    0.25504    0.05000CPU TIME=  63.38379
  146 Egs =    -4.32346    0.00049    0.18851    0.25441    0.05000CPU TIME=  63.45020
  147 Egs =    -4.33860   -0.00032    0.14933    0.21575    0.05000CPU TIME=  63.50195
  148 Egs =    -4.34855   -0.00064    0.13107    0.19254    0.05000CPU TIME=  63.49658
  149 Egs =    -4.35540   -0.00051    0.15773    0.20232    0.05000CPU TIME=  63.55859
  150 Egs =    -4.36634   -0.00132    0.12894    0.17349    0.05000CPU TIME=  63.50635
  151 Egs =    -4.37588   -0.00064    0.12464    0.16558    0.05000CPU TIME=  63.49316
  152 Egs =    -4.39111    0.00060    0.11639    0.17077    0.05000CPU TIME=  63.54736
  153 Egs =    -4.39609    0.00011    0.09889    0.14170    0.05000CPU TIME=  63.57129
  154 Egs =    -4.40087    0.00049    0.10098    0.14911    0.05000CPU TIME=  63.47705
  155 Egs =    -4.41418    0.00100    0.09911    0.14826    0.05000CPU TIME=  63.49854
  156 Egs =    -4.41968    0.00082    0.08705    0.13524    0.05000CPU TIME=  63.50537
  157 Egs =    -4.42578    0.00026    0.08141    0.12853    0.05000CPU TIME=  63.54590
  158 Egs =    -4.43099   -0.00043    0.07142    0.11417    0.05000CPU TIME=  63.55176
  159 Egs =    -4.43240   -0.00133    0.06788    0.10433    0.05000CPU TIME=  63.61426
  160 Egs =    -4.43943    0.00054    0.06302    0.11555    0.05000CPU TIME=  63.62988
  161 Egs =    -4.44304   -0.00031    0.05536    0.09977    0.05000CPU TIME=  63.61035
  162 Egs =    -4.44621   -0.00051    0.05083    0.10213    0.05000CPU TIME=  63.63086
  163 Egs =    -4.45367   -0.00051    0.04512    0.09600    0.05000CPU TIME=  63.61328
  164 Egs =    -4.46097    0.00019    0.04418    0.10238    0.05000CPU TIME=  63.61426
  165 Egs =    -4.46137    0.00048    0.04130    0.09569    0.05000CPU TIME=  63.62988
  166 Egs =    -4.46320   -0.00003    0.03779    0.08531    0.05000CPU TIME=  63.60156
  167 Egs =    -4.46837    0.00007    0.03232    0.09040    0.05000CPU TIME=  63.62402
  168 Egs =    -4.46684   -0.00088    0.03229    0.08005    0.05000CPU TIME=  63.59326
  169 Egs =    -4.48056    0.00057    0.03262    0.08667    0.05000CPU TIME=  63.61377
  170 Egs =    -4.47636   -0.00048    0.02830    0.08344    0.05000CPU TIME=  63.62988
  171 Egs =    -4.48059    0.00075    0.02723    0.08145    0.05000CPU TIME=  63.64453
  172 Egs =    -4.48466    0.00046    0.02568    0.08141    0.05000CPU TIME=  63.65527
  173 Egs =    -4.47966   -0.00066    0.02358    0.06779    0.05000CPU TIME=  63.66309
  174 Egs =    -4.48513    0.00006    0.02297    0.07035    0.05000CPU TIME=  63.62402
  175 Egs =    -4.47656   -0.00262    0.01844    0.06137    0.05000CPU TIME=  63.65723
  176 Egs =    -4.48132   -0.00113    0.01936    0.06669    0.05000CPU TIME=  63.66113
  177 Egs =    -4.48452   -0.00136    0.01672    0.06429    0.05000CPU TIME=  63.77051
  178 Egs =    -4.49197    0.00145    0.01784    0.06318    0.05000CPU TIME=  63.67383
  179 Egs =    -4.48918   -0.00132    0.01643    0.06507    0.05000CPU TIME=  63.65430
  180 Egs =    -4.49887    0.00110    0.01728    0.05643    0.05000CPU TIME=  63.67969
  181 Egs =    -4.49371    0.00044    0.01393    0.05446    0.05000CPU TIME=  63.70312
  182 Egs =    -4.49594    0.00021    0.01457    0.05429    0.05000CPU TIME=  63.67676
  183 Egs =    -4.49537   -0.00050    0.01281    0.04735    0.05000CPU TIME=  63.73730
  184 Egs =    -4.49796    0.00016    0.01230    0.04604    0.05000CPU TIME=  63.91016
  185 Egs =    -4.49761    0.00013    0.01174    0.04705    0.05000CPU TIME=  65.04590
  186 Egs =    -4.49480   -0.00075    0.01149    0.04366    0.05000CPU TIME=  64.62793
  187 Egs =    -4.50164    0.00061    0.01191    0.04053    0.05000CPU TIME=  64.46582
  188 Egs =    -4.50234    0.00006    0.01062    0.03828    0.05000CPU TIME=  64.60156
  189 Egs =    -4.49916   -0.00100    0.01075    0.03966    0.05000CPU TIME=  64.43555
  190 Egs =    -4.50500   -0.00017    0.00963    0.03748    0.05000CPU TIME=  64.46484
  191 Egs =    -4.49998   -0.00041    0.00831    0.03488    0.05000CPU TIME=  64.45410
  192 Egs =    -4.51006    0.00117    0.00864    0.03795    0.05000CPU TIME=  64.44922
  193 Egs =    -4.50347    0.00013    0.00898    0.03377    0.05000CPU TIME=  64.95996
  194 Egs =    -4.50183   -0.00043    0.00833    0.03537    0.05000CPU TIME=  64.48242
  195 Egs =    -4.50599   -0.00081    0.00792    0.03545    0.05000CPU TIME=  64.41797
  196 Egs =    -4.50354   -0.00066    0.01307    0.02284    0.05000CPU TIME=  64.42480
  197 Egs =    -4.50097   -0.00105    0.00673    0.02975    0.05000CPU TIME=  65.01270
  198 Egs =    -4.50669   -0.00056    0.00717    0.02847    0.05000CPU TIME=  64.84570
  199 Egs =    -4.50253   -0.00047    0.00549    0.02283    0.05000CPU TIME=  64.49707
  200 Egs =    -4.50481   -0.00076    0.00605    0.02450    0.05000CPU TIME=  64.48926
  201 Egs =    -4.51169   -0.00017    0.00576    0.02301    0.05000CPU TIME=  64.49707
  202 Egs =    -4.51234    0.00010    0.00574    0.03051    0.05000CPU TIME=  64.47070
  203 Egs =    -4.51399    0.00167    0.00625    0.02364    0.05000CPU TIME=  64.50391
  204 Egs =    -4.51498    0.00141    0.00608    0.02422    0.05000CPU TIME=  64.48438
  205 Egs =    -4.50789   -0.00011    0.00503    0.02155    0.05000CPU TIME=  64.47852
  206 Egs =    -4.50821   -0.00052    0.00467    0.02089    0.05000CPU TIME=  64.47168
  207 Egs =    -4.51075    0.00137    0.00422    0.01830    0.05000CPU TIME=  64.26562
  208 Egs =    -4.50752   -0.00015    0.00453    0.01538    0.05000CPU TIME=  63.56250
  209 Egs =    -4.51204   -0.00007    0.00403    0.01654    0.05000CPU TIME=  63.57910
  210 Egs =    -4.50740   -0.00152    0.00413    0.01503    0.05000CPU TIME=  63.55078
  211 Egs =    -4.51125   -0.00040    0.00392    0.01378    0.05000CPU TIME=  63.58496
  212 Egs =    -4.50637   -0.00041    0.00358    0.01361    0.05000CPU TIME=  63.58594
  213 Egs =    -4.51301    0.00100    0.00318    0.01661    0.05000CPU TIME=  63.63965
  214 Egs =    -4.51381   -0.00027    0.00409    0.01414    0.05000CPU TIME=  63.62402
  215 Egs =    -4.51183   -0.00025    0.00548    0.01083    0.05000CPU TIME=  63.54492
  216 Egs =    -4.51015   -0.00033    0.00341    0.01242    0.05000CPU TIME=  63.58008
  217 Egs =    -4.50538   -0.00075    0.00257    0.01213    0.05000CPU TIME=  64.03125




