         100 Egs =   -10.089676053255198        9.5630967606720983E-003
         101 Egs =   -10.087592652415193        1.9981374518418128E-002
         102 Egs =   -10.088586280203870        1.5359162058420783E-002
         103 Egs =   -10.088475827854518        1.3870402257165109E-002
         104 Egs =   -10.089078179147194        8.8149569325854885E-003
         105 Egs =   -10.089034561629809        9.4428934045619334E-003
         106 Egs =   -10.089210743410010        9.3185185846950958E-003
         107 Egs =   -10.089462653256707        1.0973032175311518E-002
         108 Egs =   -10.088037415569552        1.5612300207286276E-002
         109 Egs =   -9.9895253917600382       0.39951471925604765     
         110 Egs =   -9.1035435637586861        4.4261128950559696     
         111 Egs =   -9.2051111465405810        3.9138070910808298     
         112 Egs =   -9.5888197643861854        2.1532197112035019     
         113 Egs =   -9.1970607614309010        2.7160764583697321     
